nama_tempat,user,review,rating
Unknown,Channel AMC,lumayan enak tempatnya buat nongkrong,4
Unknown,Irawan Wibowo,"Lumayan tapi gak jelas penataan ruang bawah, semrawut",4
Unknown,Trisno Sujianto,"Meski di pusat Kota, tapi ternyata toiletnya tdk bersih",2
Unknown,Sady Junior,"Lazimnya layanan makanan cepat saji,bagus.",4
Unknown,Denni Imanuel Prihantono P,Siip semoga servis nya gak berubah,5
Unknown,bagus pudjo harijono,Penyajiannya sangat cepat dan tempatnya bersih,5
Unknown,Aqilla Aprilia Putri,"Tempat nyaman buat makan,dan bermain buat sikecil.",5
Unknown,Fransiska Maramis,Fast food yang selalu ada di setiap waktu,5
Unknown,Prasetyo Budi,Tempat parkir luas. Sayang toilet kotor.,4
Unknown,Rury,Menu Mi Goreng tetap favorit,5
Unknown,Soleha Morena,Ulangtahun anak saya yang ke 1 th,5
Unknown,ayu mahrezaa,Nice place. Namun koneksi wifi lemah.,4
Unknown,Lailatul Nuzul,Mantabbb 👌🏼 …,5
Unknown,suryo gigih,Suka banget makan ayamnya enakk,4
Unknown,Bryan Bestradda,Tempatnya cukup asik buat nongkrong,4
Unknown,Jefrie Keceng,tempatnya bagus,5
Unknown,Haris Khurniawati,Sudah g ada play land nya...😅😅 …,4
Unknown,Owenn,Tempat bersih wastafel air kurang deres,5
Unknown,Jemmy Sugianto,"Pelayanan yang cepat, ramah, dan lokasi ditengah kota.",4
Unknown,XOART 21,"Lahan parkir kurang luas,, khususnya mobil",4
Unknown,Melani D. Agnesia,McD ternyama yakni McD Darmo. Luas pelayanannya cepat,5
Unknown,Hanny Horizoni,Tempat nongkrong asyik apalagi buat wifi-an,5
Unknown,Lazuardi Keris Muhammad,"Nice fast food, panas spesial 1 idola",5
Unknown,novi sersisca,Nyaman buat makan bersama keluarga,4
Unknown,Christopher Verrel Aquino,mantapp.. minusnya parkirannya agak kecil.,5
Unknown,Firman Andy,"Tempatnya luas, dan nyaman sekali..",5
Unknown,Moch Firmanzah,Tempatnya pas banget kalau malam hari,5
Unknown,Hadi Utomo,Tempatnya enak buat nongkrong,5
Unknown,Abdul Komar,Karena bangunanx unik bekas jaman belanda,5
Unknown,Cahya Gustiari,Habis dpet 50% gara2 tcash. Loved it.,5
Unknown,Syekh iskandar,Nyaman dan ada tempat bermain anak,5
Unknown,Freijaちゃん,Standar sih.. seperti McD pada umumnya..,4
Unknown,Arizka Fauziyah,"B aja tempatnya,soalnya jarak rumah ke mcd deket😁 …",5
Unknown,Happy Taste Traveller Family,Yah bgitulah kira2 seperti mcD pada umumnya,3
Unknown,Max Albert,Tempatnya Nyaman....👍 …,5
Unknown,yarel nisya,Menjadi penolong saat kelaparan melanda. Dimana aja dan kapan aja.,5
Unknown,wihendra krisna,"Tempat nya clasic abis, wifi kenceng lah,",5
Unknown,muhammad Guzairi,Bersih enak tempatnya buat nongkrong,4
Unknown,Muhammad Bakri,"Nyaman buat nongkrong, pelayanan bagus",5
Unknown,Sony Starks,McDonalds pertama saya haha,5
Unknown,Balquis Indiera,"Enak, tempat nyaman",5
Unknown,diaz ardi,Tempat asyik untuk makan sambil bersantai,5
Unknown,Eugenius Denny,"Lokasi yg strategis di tengah kota, buka 24jam",4
Unknown,Team prast,Enak buat dikunjungi bersama keluarga,5
Unknown,ilham,"Tempat strategis, parkir luas.",4
Unknown,Eny suji Astutik,Enak buat nyantai sama anak2,3
Unknown,dimas ikhsan j,Pelayanan ramah sesuai dengan protokol kesehatan,5
Unknown,Satrio W P,Drive thru nya lumayan lama kalo ngelayanin,4
Unknown,Hery Sunarko,Tempat nya nyaman,5
Unknown,Sholahudin Al Amin,"Tempatnya strategis, nyaman dan bersih.. 👍 …",5
Unknown,Rizqa Amalia Ananda,"Pelayanan oke, mantab dah",5
Unknown,Hokgiyono Lim,Tempat duduk untuk makan kurang apalagi lt 2.,4
Unknown,Wt Wahyu (Wahyu Tranggono),"posisi strategis di pusat kota, pelayanan baik",5
Unknown,Miracle Hope,Tempat yg lumayan buat bersantai,3
Unknown,Kamu Terpilih,Tempat makan yg nyaman..,4
Unknown,Tommy Andrianto,Menu favorit: Paket panas spesial,5
Unknown,sandy ariyanto,"Tempat cozy, ada mushola, bisa indoor & outdoor",4
Unknown,ibra m,Tempat cukup nyaman,5
Unknown,Susane Sherlyn,"Bangunan unik,tempat bagus dan nyaman,fasilitas mantapo",5
Unknown,Fani Irgi,Pelayanannya kurang mantep nang agj,2
Unknown,ayu megaasri,Banyak promo... Spicy chickennya seru,5
Unknown,Rahman Muzakir,"Restoran cepat saji di tengah kota, dekat taman bungkul",5
Unknown,Ivo Winda Catur Ariyanto,Resto fave sejak 18 thn yg lalu,5
Unknown,EKO IRIANTO GULTOM,Tempatnya enak buat ngerjain skripsi 🤣 …,4
Unknown,odik biruhitam,d curigai ganti kantong makanan pelanggan 👎 …,1
Unknown,noorma rina hanifah,Menu drive through yang bisa dilihat terbatas,4
Unknown,Joko Priyanto,Terlalu banyak order Fiktif untuk Driver On Line,1
Unknown,Laksamana Made,tempat sarapan yang pas u giat gowes car free day bareng papa mama,5
Unknown,Intan Nur Rahma,Tempat makan yg nyaman,5
Unknown,Roudlotul Jannah Setiawan,"Tempatnya bersih, nyaman, gampang dijangkau.",5
Unknown,Leddya Warta,fast food ya disini tempatnya. Rasanya ngangenin bangets.,5
Unknown,Heri Sihono,Bekas org makan tdk segera dibersihkan,4
Unknown,bung obama,B aja tapi fav place buat ngerjain skripsi,5
Unknown,Rizal AS,"Tempatnya bersih dan nyaman,  sangat strategis",4
Unknown,Hendrik S,Memudahkan customer dengan konsep drive thru nya yang praktis,4
Unknown,deni Nurdianto,Msi mantepp... apakah cocok buat Ultah Anak2,5
Unknown,Eko Aryanto,"Lumayan promo flazz, nasi uduk enakk",5
Unknown,ayunda fadityarini,Pas untuk yg tengah malem kelaperan. Buka 24jam.,4
Unknown,Fathoel Moebin,Pelayanannya cepat dan tersajikan...,5
Unknown,helmi ming,Tempat nya nyaman,4
Unknown,Prana Setiawan,Bagus dan luas tapi tidak ada colokan listrik,3
Unknown,mykaakaa kaa,Buka 24 jam letak di tengah kota,5
Unknown,Sri Dewi Lestari,Mantull.. tapi untuk stopkontak sedikit sekali ):,4
Unknown,Kakak Embot,Suasan nya keren buat nongkrong tipis-tipis,5
Unknown,Fitria Purnamasari,Standar pelayanan mc donals. Tempat luas,5
Unknown,Rizaldi Bimantara,Dibawa take away ga ada kresek,4
Unknown,Roni Subiyanto,makanan enak dan nikmat harganya terjangkau,5
Unknown,Rachmeida Family,Tempatnya enak nyaman...,5
Unknown,Wima Nua,kurang bersih toiletnya terkesan kumuh,1
Unknown,Dimas Sasongko,paling bersih dan nyaman dibanding Mc D yang lain,4
Unknown,Monique Vici Ratih,Pelayanan nya ramah,5
Unknown,Amelia Putri,cepat penyajian nya utk driver onlen,5
Unknown,nur yakhin,Tidak ada kursi buat anak balita,3
Unknown,Yudi Antoro,Sangat enak dan santai utk berbisnis,5
Unknown,surianto matalie,Tempat nya enak buat santai,4
Unknown,Bagus rizki,"Pelayanan cepat , tempat luas dan bersih",5
Unknown,Budiono Sukses,Mc.D yang besar banget dan outlet pertama di Surabaya yang memiliki 2 lantai,5
Unknown,Ainul Yaqin,GK ada kantong plastik buat bawa makanab,1
Unknown,Erwin Rarianto,Tempatnya stategis buat nongkrong di tengah kota surabaya,5
Unknown,Aswina Nadia,"Waktu pandemi, perlu check in dengan apps pedulilindungi.",5
Unknown,Rusman Manto,Tempatnya nyaman parkirnya luas,5
Unknown,Fajar Hidayat,"bagus, tempat luas.. parkiran juga lumayan luas",4
Unknown,Pauline Lipaolin,Selalu rame. Pelayanannya oke.,4
Unknown,MR Hakim,Menemanimu ketika ingin makan praktis dan kapanpun ketika lapar melanda,4
Unknown,Ade Cahya St,Tempat yang nyaman untuk makan burger bersama keluarga,5
Unknown,Ananta Dio,Cozy buat ngobrol sampe lupa waktu,5
Unknown,thomas zain,Bagus dan selalub ramai pengunjung,4
Unknown,Hanifah Dillah,Tempatnya enak,5
Unknown,Maria Natalia,Ya seperti pada umunya. Ramai dengan anak sekolah,5
Unknown,Gabriel 73RRY,Tempat ajak si kecil bermain,5
Unknown,Anang Wahyudi,Lumayan buat alternatif makan siap saji,3
Unknown,ardiansyah immanuel,Enak sih tempatnya,5
Unknown,Diego Y. E.,Nyaman serta pemandangan  kota tua,5
Unknown,Alda Forma,Tempatnya nyaman dan pelayanannya cepat juga,5
Unknown,Sekar Arumda,"pelayanan mcd terbaik se surabaya, keren banget",5
Unknown,Dirham Rozi,Nyaman banget meskipun rame,5
Unknown,Mister Mbah,Enak dan lezat siiippp deh untuk keluarga.,5
Unknown,Sinto Amijoyo Chandra,Drive trough sangat mudah buat makan malam dirumah,4
Unknown,Rizqi Eriandry,Cocok bawa balita,5
Unknown,Muhammad Novianto,Pelayanan bagus dan proses penyajian cepat,5
Unknown,Fifin SW,Pelayanan ramah banget dibanding mcD lainnya,5
Unknown,Muhammad Indra Kurniawan,"Suasana baru, semakin bagus dan nyaman.",5
Unknown,Vina Nur Indah,Tempatnya enak nyaman,5
Unknown,uyung fauziyah,"Beesih, nyaman, cuma pelayanannya agak lambat",4
Unknown,Mas Bri,"Lantai 2 gak dingin, sempit juga",4
Unknown,Djocko Maliez,"Tempat Sangat Terbatas, efek Pandemi",4
Unknown,Muhammad Solikhin,"Tempat nyaman dan bisa makan di restoran,,,,",5
Unknown,nuki bendri,Tempat nyaman bersih cocok untuk keluarga,5
Unknown,Novien Ghoziana Indanartha,"Pemandanganya asik, bisa lihat jalanan darmo dan wismilak.",5
Unknown,Fericho Bramasta,Tempatnya enak,5
Unknown,Didik Djulianto,"Nyaman, aman, bersih layanan cepat dan ramah",5
Unknown,Cindy Han,Tempatnya bagus,5
Unknown,Iwan Surya,Tempatnya bersih dan pelayannya cepat,5
Unknown,iis dila,"kamar mandinya kurang bersih, lainnya oke",5
Unknown,alfy nadira,😐 …,5
Unknown,Widiyono Andri,Di lantai 2 ada tempat bermain anak-anak,5
Unknown,nanang fadhori,Tempat yg nyaman di tengah kota Surabaya,5
Unknown,Delia Rizki Herjunia,Enak pas buka puasa disini tidak antri panjang,5
Unknown,Yus Triadi,tempatnya enak,5
Unknown,Risky Fajar Ardyanto,Tempat sangat nyaman untuk bersantai,5
Unknown,iksan imannudin,Rumah nya bagus,5
Unknown,Mohamad Nadjib,Penyajian makanan'a cepat n ramah,5
Unknown,hendry pramono,Strategis banget t4 nya....wouw kereeenn,5
Unknown,awie borneo,Wifi lumayan cepat dan view yang bagus..,4
Unknown,Gatot Nugroho,Es Cream nya kurang lengkap,3
Unknown,Chandy Sartono,"Tempat makan yang nyaman, anak anak pasti suka",5
Unknown,Wiwin Channel,"Dibanding MC d lain, disini ayamnya kecil3",3
Unknown,Dewi Nabilah,Penyajiannya cepat & tempatnya nyaman,5
Unknown,naim amrustian,Ada mainan anak2 di lantai 2,5
Unknown,Indra Gunawan,Cocok untuk anak2,5
Unknown,teguh santoso,Oke.. Penerapan Social Distensing cukup tegas,5
Unknown,Albert Saputra,Standart mcd wkakkaka mau ngomong qpa lg,5
Unknown,Aan Syah,Mudah dijangkau. Pelayanan cepat dan ramah,4
Unknown,riyan pratama Putra,Vibe nya enak tpi sering rame,5
Unknown,Wied Dodo,Tpt sarapan yg mepet lumayan ok,4
Unknown,iluk ch,Pelayanan cepat dan tempatnya nyaman,4
Unknown,Ach Sahori,Ramah dan lumayan cepet ojek onlen,5
Unknown,Fransiskus Xaverius Ariawan,Fast food resto 24 jam yang nyaman & sejuk,5
Unknown,sari ayoe,mc d darmo semacam basecamp k dua bagi saya,5
Unknown,Nur Amalina,"Berada di pusat kota, dekat dengan hotel mercure mirama",5
Unknown,Dimas,Stopkontak disini sedikit masih banyakan diwarkop deket rumah,5
Unknown,Risky Adi Saputra,Pelayanan baik tempat bersih,5
Unknown,Fitri Komala,"Tempatnya nyaman, cepet juga pelayanan",5
Unknown,rizdhan official video,"Tempat nyaman
Sesuai protokol kesehatan",5
Unknown,Lucia Ipunk,Tempat nyaman dan lokasi mudah dijangkau,5
Unknown,Imanuel Yonatan,Pemandangan nya tengah kota.. enak,5
Unknown,Irsyad Ulum,Beli gk ada kreseknya nyusahin bawanya,2
Unknown,mas boy,Tempatnya cukup nyaman,5
Unknown,Elha Ayu Alinda,"Rame di jam"" makan siang",5
Unknown,Muh. Faith,Cocok buat nongkrong bareng tmn...,5
Unknown,Evans Satria Putra,Sangat nyaman dan lahan parkir luas,5
Unknown,Tuti Asriharini,hemmm tetap menu terfavuritku..,5
Unknown,dephie dephoyy,Tempat nongkrong yg full tiap harinya,4
Unknown,Murly Rahma,Penyajian cepat dan lumayan ramai,5
Unknown,agung skm24,Tempatnya nyaman dan parkirnya luas,5
Unknown,HARDI Boy,"Drive thru mesti dapat ayam yg besar anget,,",5
Unknown,Firosa Nurunni'mah,Tempatnya cukup luas dan cozy,5
Unknown,Yanto Segara,Fastfood yg cukup strategis dipusat kota surabaya,3
Unknown,monalisa arta,Mantul org2nya ramah,4
Unknown,Agus Dwi,Nyaman utk nongkrong dan ketemu naaabah,5
Unknown,bayu chandra,"mantab.
buka 24 jam",4
Unknown,Edwin Prayogi,Enak makanannya dan bagus tempatnya,5
Unknown,Romi Pretty Pratiwi,Tempat ternyaman buat nugass 😊 …,5
Unknown,Coco Granul1,Sangat cocok dan pas buat generasi milenial,5
Unknown,budi suryono,Tempat yg strategis ditengah kota,4
Unknown,abdul madjid,Memuaskan layanan cepat walaupun pada Custumer.,5
Unknown,Surya cutting sticker,pelayanan yg cepat,5
Unknown,Ahmeed Zain,"Tempat nyaman, harga makanan terjangkau",5
Unknown,Fauzi Aditya,Tempatnya enak,5
Unknown,jery imam,Tempat nya strategis,5
Unknown,thya andarini,Tempatnya enak,5
Unknown,Galeh indra wahyudianto,Tempatnya enak,4
Unknown,Ramli Roly,Wajib vaksin & download aplikasi Peduli Lindungi,5
Unknown,Billiarta Gondokusuma,"McD pinggiran deket sekolahan.
Favourite spot buat nongkrong 🤣 …",5
Unknown,Agus Sutiono,Another McD outlet. Metode pembayarannya banyak. Keren!,5
Unknown,Dwi Hartoto,"karyawannya cepat tanggap, ramah,dan cekatan",5
Unknown,Elza Safira,Tempat paling tepat ngerjain tugas 🤣 …,5
Unknown,Evi,Enak buat nongkrong,5
Unknown,Rinda Mega Lavita,Tempatnya nyaman bgt,5
Unknown,Alex Slamet Suhamto,Tempat homebase ideal untuk CFD tiap minggu pagi,4
Unknown,Rozihin Valentino,Pelayanan bagus.parkir lumayan luas,5
Unknown,Rasyadi Adriyan,Tingkat kematangan nasi dan ayamnya pas..,5
Unknown,Aprilia Qusnul,Lebih ditingkatkan kebersihan wastafel nya,4
Unknown,MISBAH UDIN,Nunggu bikin Bank Garansi di Mandiri disini,5
Unknown,Ony Sumarwoto,Pelayanan semakin bagus,5
Unknown,Gilang Dwi Rama,"Tidak sehat, tapi cocok untuk gaya hidup Mahasiswa.",5
Unknown,Silaturrohim DirumahAja,Bagus pelayanan ok,5
Unknown,Megannita Ayu,Fasilitas lengkap. Nyaman. Parkiran juga cukup.,5
Unknown,Dewwi Handayani,Tempat utk ultha anak hawanya panas,2
Unknown,Linda Fauziyyah,Tempatnya nyaman,5
Unknown,Verdi Joe Armstrong,Pelayanan yang baik meski masih pagi,3
Unknown,Taufan Adi,Tempatnya nyaman,5
Unknown,Ibnu Siswanto,Bersih   .. rapii...  dan petugas ramah..,5
Unknown,Miftah Zhumpex,Mumpung lagi promo di aplikasi NYA guys...,5
Unknown,Imam Suwito,Tempat strategis nyaman,5
Unknown,Ukhti Fitri,Menu pilihan menurut saya krg beragam,4
Unknown,liza ariyantie,"tempatx nyaman, bersih, 👍🏻 …",4
Unknown,Eleazar Tertius,Siip buat makan bersama keluarga ditengah kota.,5
Unknown,ade yahya,"Tempat ok,bersih,cepat dan ramah",4
Unknown,Wahyu Febrianto,Enak buat nongkrong hingga tengah malam,3
Unknown,Adjie Prasetya,Yaa makanan McD ya gitu aja...dimana2 sama,5
Unknown,Syifa_ Paul83,Cepat pelayanan ny,5
Unknown,Point Berdikari,Ok banget...tempat tongkrongan bagus,5
Unknown,Setiyo Hadi,"Parkiran Nyaman, Tempatnya sesuai dengan Map, pegawainya ramah👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻⭐⭐⭐⭐⭐⭐⭐⭐🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 …",5
Unknown,Handy hugoz,"letaknya di tengah kota, di jalan protokol Darmo",5
Unknown,Aji Dewantara,Tempatnya enak pelayanannya juga ramah,5
Unknown,Puji Lestari,Nyaman buat anak2,5
Unknown,Vivi Yuniwati,Pas wkt itu ada karnaval jadi ruameee banget,3
Unknown,eka rosalina,tempatny oke tapi mb kasirny agak bingung..,5
Unknown,Theofanto_,Nyaman dan ramah pelayannya,4
Unknown,Ryshaka Oktavian Alanshary,"Pelayanan cepat, enak buat nongkrong",5
Unknown,Aliya Atika,Nongkrong bareng keluarga dan anak2 makin seru,5
Unknown,Eko p Eko,Cocok buat gojek karna goresto,5
Unknown,Lailatul Nishfiyah,"Tmpat x bgus. Ccok untuk acra ank"" TK",5
Unknown,jacintha sherin,Pokoknya enak 🙏🏻😁 …,5
Unknown,VERONIKA HOME SPA DN BABY SPA,Nyaman dn asyik👍🏻👍🏻❤️ …,5
Unknown,Purnama,Banyak tempat duduk.  Sedikit area parkir mobil.,3
Unknown,Nadhela Bamadarensa,Tempat enak buat ngerjain tugas,5
Unknown,Hameed Kholeel,"G Asik, Dilarang merokok.",4
Unknown,ghufron khafid,enak buat nongkrong.. 24 jam,5
Unknown,Edy Taslim,Semuanya sesuai standar mcd,4
Unknown,yosep didik hernanto,Tempat memadai pelayanan publik makan dan santai,4
Unknown,EJM [ project ],Kmr mndi mhn lbh dtingkatkan kebersihan nya,3
Unknown,Dey Candra,Enak bgt buat ketemuan sm client,5
Unknown,Nur Cahyo,Tempat nya ok,5
Unknown,Labib,Bersih. Ada mesin buat pesen.,5
Unknown,Ernest Arissaputra,Tempat terbaik disaat malam kelaparan,5
Unknown,Yoce Abidano,Makanan cepat saji dengan pelayanan istimewa,4
Unknown,Herman Riadi,Prokes bagus...satpam tdk ramah,2
Unknown,fredi ferdianto,Yah namanya mcd bisa komen apa lagi rekomen deh.,5
Unknown,Swastika Pakarti,Tempat nyaman untuk santai di tengah kota,4
Unknown,Ardi Anto,"Pelayanan cepat
Very good job",5
Unknown,Eka Naeyan,Great place buat nikmatin wifi sm mcFlurry,5
Unknown,Ardian Winata,bagus tisak terlalu ramai sekali,5
Unknown,Hamdan Bahalwan,"Pelanggan yg datang, suka bikin sampah.",4
Unknown,Tarmizi Erfandi,view jalan darmo dari lantai 2 asik dinikmati,5
Unknown,jaka dsx,Tempatny luas. Tp musholAny kurang luas,3
Unknown,Poniman Smartfren,Wow bravo McDonald's Darmo. Pelayanan nya terlalu baik.,5
Unknown,Bambang Guritno,Pelayanan memuaskan cepat dan tepat,5
Unknown,Sudarto Merry,Tempatnya bagus betah deh di mcd,5
Unknown,Novi O,Mcd selalu memudahkan setiap orang kelaparan.,5
Unknown,Ahmad Ridhoo6,Karena makanannya enak banget,3
Unknown,UDSabar Makmur,Tempat nya bersih dan nyaman,5
Unknown,Didit Pamungkas,salah satu pilihan tempat makan di sby,5
Unknown,scytee no cure,Nyaman & enjoy ditengah kota,3
Unknown,Husnan sakera,Bagus pelayann ny,4
Unknown,sifera kristiana,Strategis dan nyaman banget... Dingin,5
Unknown,Mas Riyadi04,Tempatnya nyaman,5
Unknown,Slamet Hariyono,Tempat yg nyaman buat kelurga,5
Unknown,Tom,Enak karena memang McDonald enak semua wkwk,5
Unknown,Ivhaa Nuban123,Tempatnya bersih dan bagus 👍 …,5
Unknown,Man To,Sangat enak dan nyaman tempate,5
Unknown,audri yolando,Pelayanan yg ramah,5
Unknown,Meliana LiefeiHiroki,"Sering Drive-Thru ,.. pelayanan Oke..",5
Unknown,Agus Dwi Utomo,Selalu kurang nyaman ketika berkunjung ke toilet,2
Unknown,ismoyo legowo,"Parkir mudah luas
Tempat strategis",5
Unknown,Uzie Fauzi,Tempat makan yg ramah anak,5
Unknown,I Nengah,Baik nyaman parkir nyaman WiFi oke,5
Unknown,tri siswoyo,Ramah pelayanan tempat lumayan,5
Unknown,rissa azzalea anas,"Pelayanan ramah,proses cepat",5
Unknown,Andree Asyhary,Resto lelet lama tdk seperti yang di Basra,1
Unknown,Nita,"Lokasi strategis,nyaman",4
Unknown,Daniella Kindangen,Bagus banget pelayanannya.,5
Unknown,Astrid Tjahyono,Rumah keduanya anak Sanmar. Watch out people.,5
Unknown,Agus Putraningsun,Parkirnya hiks2x tapi suasanya nyaman..,4
Unknown,Born to be Number One,"Nyaman, enak, servis bagus deh.",4
Unknown,Tita Puspita,tempat makan favourite dan ngobrol sama teman,5
Unknown,Mbak Rheni,Tempatnya enak,3
Unknown,HADID DAFIUL HAQ,Enak but kongkow sambil ngerjain tugas,5
Unknown,Salsabila Zahirah Mulyanto,ayamnya selalu fresh pertahankan,5
Unknown,Angielyena Anthonetha,enak buat nongkrong yg di lt 2,5
Unknown,tatok subiyantoro,Mantap dah layanan onlunenya,5
Unknown,Rendyyudho,Nasi uduknya dan ice cone nya enak👍 …,5
Unknown,Umi Kalsum,Rasanya enk tempaat nyaman,5
Unknown,juret gale,"Tempat startegis, asik pokoknya kalo makan di mcd darmo",5
Unknown,Elly Vander Jonathan,Tempat yang mudah dijangkau.. mantul,5
Unknown,Aji Lesmana,Tempatnya nyaman,5
Unknown,Ita Setiawati,Tempat yg cocok utk nongkrong,5
Unknown,herlina triasningsih,Tempatnya nyaman,5
Unknown,M. Fajar Rizky M _Transportasi,"Tempat nya enak, pelayanan nya baik",5
Unknown,jimmy kwan,Tempat cukup ok buat kongkow,5
Unknown,Alifya n famz,Pelayanannya sungguh ramah dan cekatan,5
Unknown,Angga budi Nugroho,"New Carry pick up
Dp 3 Juta",5
Unknown,Bambang Irawan,Nyaman dan cepat dlm pelayanan,5
Unknown,Rahman Alfarizi,"bersih, cocok untuk keluarga, tempatnya nyaman",4
Unknown,Heru Sutanto,Ayamnya kecil karyawannya masih krg ramah,5
Unknown,Trisnandy Kuswara,"Stategis tempatnya, good lah pokonya..",5
Unknown,Rico Sebastian,"Rasa makanan standard McDonald, tapi wastafel kurang bersih..",3
Unknown,Zubaidah Ida,Cepat layanannya buat ojek online,5
Unknown,Risky,Pelayanan cepat dan tempat nyaman,5
Unknown,Fahmi Aziz,"Kalau disuruh milih mcd mana di sby paling enak, ya ini paling enak",5
Unknown,Andreas Raphael,Kriuk,5
Unknown,May saroh,Tempat nya enk dan luas,5
Unknown,Ika Salon,pas ramadan pelayanya kurang maximal,2
Unknown,Titin Aliyah,Parkir & tempat luas pelayanan lelet,4
Unknown,muhammad rifqi,Enak tempat nya,4
Unknown,maman suherman,Kapan pun jam berapa pun menu selalu ada.,5
Unknown,Tiyan Anggara,Nyaman dan Rama Rama pelayanan nya,5
Unknown,Arie Atmadja,Sangat santuy nyaman ramah lingkungan,5
Unknown,Greyza Sugianto,Sayang belum pernah ke lantai 2 nya,5
Unknown,Herman Soegianto,Nyaman dn enak,5
Unknown,hendra junaidi,Nyaman dan cepat pelayananya,5
Unknown,Axel antony,Tempat oke dan gampang terjangkau,4
Unknown,irma sofianti,Mc d darmo & mc d manyar pelayanannya better than mc d delta,5
Unknown,Andrik Sugiarto,Ad drivetru..arsitektur gedung gaya belanda,3
Unknown,Febry Wiraputra,Tempat bermain anak di LT2 nyaman.,5
Unknown,Dhayu enggar,Tempat nya strategis,4
Unknown,Aidi Navy,Tempat bagus..karyawane ramah,5
Unknown,diand _,Buat santai..ngerjain tugas juga enak,5
Unknown,Kanza Mya,tempat yg enak,5
Unknown,Dian P,Letaknya deket banget sama Tunjungan Plaza,4
Unknown,Diky Yosua,Bagikan Pemgalaman Anda Tentang Tempat Ini,5
Unknown,Sapipit Amalia,selalu menjadi tempat makam siang.,5
Unknown,Merlyn Fian,Di tengah kota buat kongkow kecil2an asyik,5
Unknown,Rasio production,Mcd dengan tempat duduk terluas di pinggir jalan Darmo surabaya.,5
Unknown,Vincentius Wintara Putra,Tempatnya nyaman,4
Unknown,Gilang Nuansa,pelayanan drive thru nya cepat...,4
Unknown,Nur Laeli,Tempat yg strategis buat kongkow,4
Unknown,HudA,Tempatnya rame.. Sesak..,3
Unknown,Firza Zaza,tempat favorit jika kelaparan di tengah kota surabaya,5
Unknown,Chandra Tile,Selalu ramai meskipun tengah malam,5
Unknown,Barcelona Malakiano,"baik sekali
pelayanan cepat",5
Unknown,Andalan ulul albab Machfud,Nyaman buat belajar,5
Unknown,Ryan adi djauhari,disini pelayanannya lumayan cepet kok,5
Unknown,Mohammad Shocheih,Pelayanan nya bagus,3
Unknown,edi billy,Moga pelayanannya tambah meningkat,5
Unknown,Dito Mulyawadi,"Parkiran cukup luas, mantab",5
Unknown,Heidar hasni,Yang paling berguna adalah drive thru nya...,5
Unknown,chichi kadirsaean,Pelayanan cepat. Banyak promo,5
Unknown,Angkringan TD,Tempat bersih pelayanan baik,5
Unknown,Al Farid,Pelayanan yg cepat,5
Unknown,Haris Saputro,Skip macet at noon minggir dulu dimari..,5
Unknown,Hanin Dito,Tidak adanya smoking area,2
Unknown,dyahasih wulandari,gak pernah salah kalo mcd mah,5
Unknown,WAWAN PUJI LESTARI,Enak...  Sayang kurang luas,5
Unknown,Wigananda Firdaus,standar pada umumnya. hehehe,5
Unknown,Azzam Fattahul Firdaus,Tempatnya nyaman,5
Unknown,Arief Prasetyawan,"Ke sini beli ice cream cone.
Enak
Lembut",5
Unknown,Yasinta Nur Qoirunnisak,Tempatnya nyaman,5
Unknown,Zaky Candra,Pelayanan cepat sekali mantap,5
Unknown,Gerard 97,"Pelayanan cepat, tempat strategis",5
Unknown,Stefi Suwarlan,AC di lt 2 dingin bgt brr,4
Unknown,Rininta Amriani Mahda,Enak cepet drive truu nya..,5
Unknown,Ali Tofan,"lumayan, cozy placa buat anak nangkring",5
Unknown,vidi ahmad,tempat nua enak buat santuy,5
Unknown,Riki al Iswati,Pelayanan nya 👍👍👍👍👍👍👍👍👍tempat jug bersih nyaman. …,5
Unknown,LIANNAWATI SUSANTO,Selalu jadi langganan keluarga kami,5
Unknown,Risky Arungga,Kasir drive thru nya kurang ramah,3
Unknown,Malinda Silvya,Tempat kerja tugas sambil makan es krim,5
Unknown,rangga perdana,Penyelamat perut disaat lapar dini hari,4
Unknown,Anthony Gunawan,Pelayanan kurang profesional n simpatik,2
Unknown,Max Lopex,Bagus cuma sempit tempatnya,5
Unknown,Adi Wardana,Nyaman,4
Unknown,rusdiantoro,lumayan sama kayak mc donald lainnya,3
Unknown,Remisa Dewi,McD darmo pelayannya sangat cepat dan professional,5
Unknown,Ahmad Jailani,Bagus lumayan cepat pelayanan nya,4
Unknown,Wian Virgansah,Pelayanan sekarang kurang memuaskan,1
Unknown,milla esperantina,Nyaman aja tempatnya....,4
Unknown,Eveline Hapsari Harahap,"Best place to hang oit with friens, janjian transaksi dll",5
Unknown,Nur Arief H,Lokasinya luas tapi parkirannya kurang,4
Unknown,Rangga Adhikara,Cocok buat makan tengah malam,4
Unknown,Dewi Kartika Febriyanti,Tempat favorit utk beli ice cone,4
Unknown,Andri Sugiarto,Makanan nya  mantap (pedas),5
Unknown,Sultan Satrio,nyaman aja buat me time,5
Unknown,Dwi Ari,Bisa buat nongkrong sambil makan,5
Unknown,Cherlyn Delaw,makanan enak dan sesuai selera,5
Unknown,Yuliana Hasan,"Ada mushola, ada colokan listrik banyak",4
Unknown,Hanafi Abdullah,Pelayanan nya memuaskan 😊 …,5
